-8909.8,-8910.3,-8906.5,-8910.6,-8909.1,-8901.5,-8900.9,-8900.2,-8905,-8913.9,-8910.5,-8909.7,-8910,-8904.7,-8909.1,-8911.4,-8909.8,-8915.9,-8918.2,-8919,-8921.4,-8917.3,-8919.5,-8924.2,-8918.2,-8919.6
-12052,-12052,-12051,-12052,-12052,-12047,-12045,-12045,-12048,-12056,-12055,-12053,-12052,-12048,-12053,-12054,-12052,-12058,-12060,-12060,-12064,-12063,-12064,-12067,-12062,-12064
-11679,-11678,-11678,-11681,-11683,-11679,-11676,-11676,-11679,-11681,-11680,-11680,-11679,-11677,-11681,-11683,-11682,-11686,-11689,-11689,-11692,-11690,-11691,-11695,-11694,-11695
-1961.1,-1959.9,-1959.5,-1962.9,-1965.1,-1962.6,-1960.6,-1957.7,-1959.3,-1960.7,-1960.5,-1964.8,-1963.4,-1962.7,-1967.1,-1965.2,-1962,-1962.5,-1966,-1970.5,-1971.8,-1972.2,-1973.4,-1975.4,-1975.1,-1973.7
-5788.5,-5787.7,-5787.6,-5788.4,-5789.7,-5786.8,-5785,-5784.7,-5786.4,-5789,-5787.9,-5788.7,-5789.1,-5790,-5792.2,-5790.8,-5789.5,-5790.1,-5792.5,-5795.4,-5796.8,-5797.6,-5798.9,-5800.5,-5799.8,-5799.4
